Id,Duration,StartTime,ppl_count
887973,PT1H-5M,2026-08-21T08:15:00,0
888001,PT1H-5M,2026-08-21T09:15:00,3
984611,PT1H-5M,2026-08-21T10:15:00,4
888136,PT55M,2026-08-22T10:00:00,3
888046,PT1H-5M,2026-08-21T17:30:00,2
